state,year,median_h_income,poverty_rate,poverty_count,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher
Maine,2017,55980,0.113,147413,109965.0,0.115,0.334,0.452,0.099,971740.0,0.026,0.051,0.309,0.19,0.103,0.199,0.121,158713.0,0.948,0.349,151118.0,0.947,0.352,395168.0,0.933,0.304,266741.0,0.88,0.31
Maryland,2017,80711,0.094,556549,537623.0,0.105,0.311,0.449,0.135,4167604.0,0.04,0.061,0.245,0.189,0.068,0.213,0.183,837271.0,0.912,0.416,772536.0,0.901,0.451,1655211.0,0.91,0.389,902586.0,0.865,0.345
Massachusetts,2017,77385,0.105,692943,700662.0,0.109,0.265,0.445,0.181,4788573.0,0.043,0.049,0.243,0.155,0.075,0.239,0.195,972147.0,0.937,0.52,835762.0,0.919,0.484,1872840.0,0.918,0.418,1107824.0,0.856,0.349
Michigan,2017,54840,0.141,1373358,967140.0,0.124,0.315,0.455,0.106,6819310.0,0.028,0.063,0.289,0.234,0.095,0.176,0.115,1266361.0,0.922,0.335,1157393.0,0.916,0.335,2730443.0,0.921,0.281,1665113.0,0.875,0.244
Minnesota,2017,68364,0.095,517348,500408.0,0.12,0.277,0.46,0.143,3778416.0,0.03,0.039,0.248,0.209,0.113,0.235,0.125,758807.0,0.938,0.422,701136.0,0.931,0.412,1459569.0,0.941,0.346,858904.0,0.906,0.289
Mississippi,2017,43595,0.199,573717,310206.0,0.155,0.307,0.466,0.072,1959341.0,0.048,0.108,0.304,0.22,0.101,0.135,0.083,362723.0,0.861,0.219,377902.0,0.875,0.247,752997.0,0.86,0.217,465719.0,0.779,0.199
Missouri,2017,53506,0.134,793001,575596.0,0.12,0.33,0.445,0.105,4150275.0,0.031,0.072,0.308,0.22,0.079,0.179,0.111,814462.0,0.917,0.336,729164.0,0.91,0.341,1596380.0,0.904,0.283,1010269.0,0.86,0.229
Montana,2017,53262,0.127,130616,96932.0,0.122,0.384,0.401,0.094,723666.0,0.022,0.048,0.281,0.235,0.091,0.217,0.106,132667.0,0.925,0.32,125034.0,0.933,0.359,275749.0,0.94,0.314,190216.0,0.917,0.314
Nebraska,2017,59913,0.107,198984,186225.0,0.101,0.293,0.493,0.112,1259254.0,0.039,0.048,0.263,0.231,0.102,0.209,0.108,259071.0,0.917,0.373,235957.0,0.906,0.373,469321.0,0.921,0.297,294905.0,0.903,0.253
Nevada,2017,57932,0.133,392857,250902.0,0.149,0.404,0.39,0.057,2063180.0,0.052,0.08,0.287,0.251,0.08,0.165,0.084,436060.0,0.884,0.24,400006.0,0.86,0.254,768435.0,0.861,0.245,458679.0,0.87,0.259
New Hampshire,2017,73638,0.077,100550,126595.0,0.097,0.325,0.45,0.128,958005.0,0.019,0.051,0.28,0.179,0.102,0.226,0.143,163877.0,0.938,0.417,151687.0,0.949,0.401,406120.0,0.94,0.365,236321.0,0.898,0.323
New Jersey,2017,80106,0.1,882132,792310.0,0.108,0.287,0.441,0.164,6234538.0,0.048,0.053,0.272,0.163,0.067,0.242,0.156,1162394.0,0.937,0.464,1159791.0,0.909,0.462,2495881.0,0.91,0.388,1416472.0,0.841,0.305
New Mexico,2017,47086,0.19,388790,206873.0,0.176,0.327,0.438,0.059,1391475.0,0.058,0.081,0.266,0.24,0.084,0.152,0.118,274063.0,0.903,0.247,250144.0,0.846,0.244,517339.0,0.862,0.273,349929.0,0.837,0.304
New York,2017,64783,0.141,2735578,1874770.0,0.114,0.263,0.455,0.169,13821132.0,0.061,0.073,0.263,0.154,0.088,0.202,0.158,2923367.0,0.907,0.449,2471713.0,0.88,0.412,5265003.0,0.871,0.332,3161049.0,0.808,0.285
North Carolina,2017,52797,0.147,1468032,981044.0,0.136,0.31,0.455,0.099,6991185.0,0.045,0.077,0.258,0.213,0.094,0.201,0.112,1352154.0,0.902,0.346,1305272.0,0.88,0.358,2703761.0,0.891,0.307,1629998.0,0.835,0.26
North Dakota,2017,62400,0.102,74057,86353.0,0.084,0.319,0.457,0.14,495904.0,0.028,0.043,0.264,0.224,0.134,0.218,0.09,114379.0,0.958,0.389,89406.0,0.959,0.388,179450.0,0.942,0.274,112669.0,0.857,0.215
Ohio,2017,54077,0.139,1575401,1074727.0,0.131,0.34,0.429,0.1,7981885.0,0.027,0.07,0.333,0.202,0.088,0.173,0.106,1525401.0,0.922,0.329,1383026.0,0.918,0.336,3133842.0,0.911,0.264,1939616.0,0.863,0.225
Oklahoma,2017,50051,0.158,600911,382967.0,0.152,0.342,0.433,0.073,2586414.0,0.041,0.079,0.311,0.233,0.081,0.169,0.086,538461.0,0.899,0.267,486405.0,0.881,0.27,960416.0,0.884,0.252,601132.0,0.858,0.238
Oregon,2017,60123,0.132,534846,367807.0,0.152,0.318,0.445,0.086,2901195.0,0.035,0.055,0.232,0.252,0.088,0.21,0.127,578534.0,0.918,0.367,549489.0,0.894,0.384,1064304.0,0.91,0.313,708868.0,0.914,0.313
Pennsylvania,2017,59165,0.125,1548557,1179724.0,0.12,0.339,0.411,0.13,8960842.0,0.032,0.063,0.35,0.158,0.083,0.189,0.125,1681722.0,0.931,0.393,1489221.0,0.92,0.38,3513356.0,0.918,0.297,2276543.0,0.859,0.241
Rhode Island,2017,62923,0.123,125208,115698.0,0.083,0.322,0.488,0.107,736969.0,0.051,0.066,0.299,0.169,0.08,0.203,0.131,145756.0,0.927,0.363,123187.0,0.923,0.401,291454.0,0.882,0.323,176572.0,0.82,0.284
South Carolina,2017,50675,0.154,750359,478798.0,0.13,0.334,0.446,0.09,3443851.0,0.04,0.086,0.295,0.203,0.096,0.176,0.104,648479.0,0.892,0.289,619763.0,0.883,0.308,1309792.0,0.885,0.267,865817.0,0.837,0.273
South Dakota,2017,56871,0.128,107522,81879.0,0.142,0.286,0.453,0.119,574559.0,0.029,0.054,0.308,0.22,0.108,0.191,0.09,116061.0,0.92,0.305,99981.0,0.923,0.311,216631.0,0.934,0.273,141886.0,0.885,0.254
Tennessee,2017,51319,0.15,980394,619279.0,0.124,0.355,0.426,0.095,4588453.0,0.044,0.078,0.324,0.208,0.072,0.172,0.101,905358.0,0.922,0.323,841848.0,0.897,0.314,1770847.0,0.88,0.255,1070400.0,0.822,0.229
Texas,2017,59195,0.147,4080377,2790087.0,0.15,0.332,0.432,0.086,18149346.0,0.081,0.082,0.251,0.217,0.073,0.193,0.103,4122739.0,0.883,0.31,3833039.0,0.833,0.316,6728076.0,0.831,0.29,3465492.0,0.795,0.27
Utah,2017,68395,0.097,296138,349704.0,0.103,0.316,0.515,0.067,1827035.0,0.027,0.051,0.223,0.257,0.095,0.228,0.118,453438.0,0.931,0.343,424179.0,0.923,0.385,614223.0,0.915,0.336,335195.0,0.92,0.32
Vermont,2017,58271,0.108,65068,66635.0,0.101,0.337,0.442,0.12,439267.0,0.022,0.052,0.29,0.168,0.085,0.225,0.158,73864.0,0.933,0.399,69237.0,0.931,0.425,179016.0,0.938,0.367,117150.0,0.901,0.372
Virginia,2017,71518,0.107,876438,822718.0,0.097,0.309,0.461,0.134,5779221.0,0.042,0.061,0.242,0.19,0.079,0.22,0.167,1165166.0,0.931,0.418,1107730.0,0.911,0.436,2234721.0,0.904,0.383,1271604.0,0.843,0.324
Washington,2017,70942,0.11,799675,657042.0,0.14,0.314,0.434,0.112,5101968.0,0.037,0.05,0.221,0.236,0.101,0.222,0.133,1105343.0,0.925,0.379,977367.0,0.903,0.389,1901499.0,0.917,0.34,1117759.0,0.903,0.326
West Virginia,2017,43238,0.185,326502,163104.0,0.124,0.395,0.413,0.067,1279350.0,0.045,0.084,0.412,0.186,0.071,0.122,0.08,208597.0,0.914,0.248,220633.0,0.913,0.23,499548.0,0.88,0.193,350572.0,0.806,0.171
Wisconsin,2017,59300,0.113,640174,557891.0,0.108,0.326,0.456,0.11,3958231.0,0.026,0.051,0.307,0.203,0.109,0.198,0.106,727114.0,0.942,0.364,698926.0,0.929,0.354,1576007.0,0.932,0.287,956184.0,0.893,0.248
Wyoming,2017,61279,0.108,61319,53553.0,0.139,0.382,0.413,0.065,387700.0,0.02,0.051,0.296,0.253,0.104,0.174,0.103,79822.0,0.936,0.271,70601.0,0.918,0.304,146840.0,0.935,0.267,90437.0,0.924,0.273
Alabama,2018,49881,0.168,801758,461302.0,0.133,0.35,0.438,0.079,3337464.0,0.039,0.095,0.308,0.216,0.086,0.161,0.095,635976.0,0.889,0.272,593480.0,0.879,0.29,1278345.0,0.873,0.25,829663.0,0.826,0.226
Alaska,2018,74912,0.111,80224,68625.0,0.115,0.457,0.372,0.056,485353.0,0.025,0.042,0.283,0.266,0.082,0.185,0.117,117688.0,0.941,0.27,97020.0,0.951,0.32,182645.0,0.938,0.301,88000.0,0.892,0.326
Arizona,2018,59079,0.141,990291,689343.0,0.153,0.335,0.426,0.086,4840304.0,0.053,0.072,0.24,0.25,0.089,0.186,0.112,979328.0,0.896,0.291,882618.0,0.865,0.307,1719255.0,0.868,0.296,1259103.0,0.875,0.296
Arkansas,2018,47094,0.168,492306,287926.0,0.12,0.373,0.43,0.077,2021939.0,0.046,0.082,0.34,0.223,0.076,0.147,0.086,392937.0,0.918,0.26,367053.0,0.894,0.259,754273.0,0.869,0.221,507676.0,0.825,0.212
California,2018,75250,0.128,4972955,3755863.0,0.104,0.305,0.476,0.115,26815644.0,0.089,0.073,0.207,0.208,0.08,0.213,0.129,6034398.0,0.899,0.366,5264457.0,0.839,0.371,9849452.0,0.817,0.323,5667337.0,0.806,0.322
Colorado,2018,71949,0.097,540579,528539.0,0.127,0.322,0.408,0.143,3900287.0,0.033,0.049,0.208,0.209,0.084,0.26,0.157,889656.0,0.93,0.428,781388.0,0.909,0.446,1421388.0,0.921,0.408,807855.0,0.913,0.391
Connecticut,2018,76366,0.103,358519,344203.0,0.099,0.296,0.443,0.162,2493396.0,0.039,0.052,0.269,0.166,0.079,0.218,0.178,447891.0,0.932,0.434,424573.0,0.921,0.455,1007785.0,0.916,0.39,613147.0,0.873,0.337
Delaware,2018,65467,0.122,114691,84321.0,0.132,0.348,0.432,0.088,679700.0,0.039,0.063,0.332,0.177,0.076,0.183,0.131,127399.0,0.895,0.327,112393.0,0.877,0.308,259152.0,0.922,0.314,180756.0,0.88,0.306
Florida,2018,55433,0.137,2854438,1769325.0,0.152,0.322,0.431,0.095,15302125.0,0.046,0.069,0.287,0.197,0.097,0.191,0.113,2758515.0,0.906,0.312,2586704.0,0.891,0.334,5598122.0,0.893,0.296,4358784.0,0.857,0.291
Georgia,2018,58634,0.145,1484439,1038010.0,0.153,0.326,0.42,0.101,6978172.0,0.044,0.08,0.278,0.198,0.081,0.195,0.123,1442243.0,0.899,0.332,1401044.0,0.875,0.35,2678457.0,0.886,0.324,1456428.0,0.834,0.266
Hawaii,2018,80527,0.09,124400,121647.0,0.084,0.382,0.446,0.087,995589.0,0.039,0.042,0.268,0.206,0.111,0.22,0.115,201025.0,0.951,0.316,181541.0,0.942,0.396,351556.0,0.934,0.33,261467.0,0.86,0.314
Idaho,2018,55524,0.117,201804,165091.0,0.153,0.36,0.416,0.071,1143747.0,0.036,0.055,0.278,0.255,0.099,0.187,0.09,228080.0,0.923,0.278,219713.0,0.909,0.312,416513.0,0.896,0.271,279441.0,0.918,0.256
Illinois,2018,65063,0.121,1509348,1178902.0,0.116,0.302,0.434,0.148,8706376.0,0.046,0.059,0.261,0.203,0.081,0.211,0.14,1765517.0,0.932,0.424,1644390.0,0.897,0.403,3305921.0,0.897,0.335,1990548.0,0.857,0.269
Indiana,2018,55725,0.13,844165,656928.0,0.155,0.324,0.418,0.103,4467893.0,0.037,0.073,0.331,0.199,0.089,0.173,0.098,874246.0,0.902,0.311,826473.0,0.89,0.319,1716028.0,0.9,0.26,1051146.0,0.863,0.218
Iowa,2018,60071,0.112,342574,317964.0,0.111,0.276,0.489,0.123,2104792.0,0.031,0.046,0.308,0.206,0.118,0.196,0.094,394507.0,0.94,0.342,383617.0,0.92,0.365,788850.0,0.928,0.271,537818.0,0.905,0.227
Kansas,2018,58150,0.119,336892,294933.0,0.107,0.302,0.481,0.111,1911426.0,0.037,0.053,0.254,0.228,0.089,0.211,0.128,376422.0,0.927,0.377,359447.0,0.89,0.373,713366.0,0.914,0.332,462191.0,0.906,0.289
Kentucky,2018,50189,0.167,723053,421207.0,0.119,0.377,0.416,0.089,3039414.0,0.053,0.079,0.326,0.208,0.086,0.145,0.103,579520.0,0.906,0.286,553107.0,0.9,0.297,1175395.0,0.874,0.232,731392.0,0.803,0.207
Louisiana,2018,48021,0.187,848005,436660.0,0.167,0.355,0.404,0.074,3125733.0,0.047,0.095,0.343,0.208,0.065,0.159,0.084,645255.0,0.886,0.272,589714.0,0.88,0.272,1170154.0,0.854,0.225,720610.0,0.823,0.22
Maine,2018,55579,0.116,151458,106470.0,0.104,0.357,0.423,0.116,983382.0,0.026,0.044,0.314,0.204,0.097,0.201,0.114,159944.0,0.95,0.363,153436.0,0.947,0.358,393933.0,0.94,0.288,276069.0,0.896,0.303
Maryland,2018,83076,0.091,538824,537024.0,0.107,0.313,0.436,0.144,4167339.0,0.037,0.058,0.242,0.187,0.068,0.219,0.189,826526.0,0.927,0.432,775079.0,0.906,0.451,1634693.0,0.915,0.406,931041.0,0.867,0.356
Massachusetts,2018,79817,0.1,668402,702295.0,0.106,0.271,0.436,0.188,4832728.0,0.044,0.049,0.233,0.153,0.076,0.244,0.201,990332.0,0.941,0.535,842140.0,0.921,0.512,1862715.0,0.914,0.424,1137541.0,0.858,0.353
Michigan,2018,56640,0.14,1369235,961804.0,0.124,0.311,0.453,0.111,6869846.0,0.028,0.062,0.287,0.232,0.096,0.18,0.115,1291353.0,0.925,0.337,1165562.0,0.913,0.35,2692478.0,0.92,0.283,1720453.0,0.885,0.247
Minnesota,2018,70295,0.096,527445,499903.0,0.121,0.285,0.451,0.142,3809229.0,0.027,0.04,0.242,0.208,0.117,0.242,0.125,759541.0,0.944,0.432,714967.0,0.926,0.419,1446087.0,0.943,0.351,888634.0,0.916,0.296
Mississippi,2018,44740,0.198,571402,303525.0,0.143,0.287,0.502,0.068,1977283.0,0.051,0.095,0.298,0.223,0.101,0.144,0.088,379027.0,0.885,0.242,380696.0,0.881,0.263,743137.0,0.86,0.226,474423.0,0.799,0.209
Missouri,2018,54412,0.132,785343,565939.0,0.124,0.313,0.458,0.105,4182787.0,0.029,0.067,0.304,0.224,0.082,0.18,0.115,819132.0,0.933,0.346,742343.0,0.914,0.35,1586238.0,0.909,0.284,1035074.0,0.87,0.234
Montana,2018,55248,0.129,134185,96579.0,0.134,0.335,0.419,0.113,735761.0,0.018,0.043,0.279,0.245,0.097,0.207,0.11,133976.0,0.958,0.324,128663.0,0.948,0.364,272883.0,0.941,0.303,200239.0,0.917,0.302
Nebraska,2018,59724,0.11,205393,187942.0,0.108,0.3,0.46,0.132,1266440.0,0.038,0.048,0.258,0.224,0.109,0.213,0.111,256755.0,0.932,0.387,244896.0,0.903,0.389,460791.0,0.919,0.301,303998.0,0.902,0.255
Nevada,2018,58740,0.131,391347,248598.0,0.157,0.414,0.374,0.056,2096574.0,0.052,0.078,0.277,0.259,0.084,0.162,0.087,442713.0,0.887,0.235,405128.0,0.858,0.262,773613.0,0.862,0.24,475120.0,0.875,0.265
New Hampshire,2018,75322,0.076,100076,127582.0,0.092,0.35,0.417,0.141,970748.0,0.024,0.044,0.277,0.184,0.102,0.224,0.145,167822.0,0.941,0.388,154965.0,0.948,0.416,402805.0,0.941,0.357,245156.0,0.898,0.344
New Jersey,2018,81777,0.095,831386,768272.0,0.106,0.287,0.429,0.179,6189243.0,0.047,0.051,0.263,0.164,0.066,0.248,0.16,1151093.0,0.935,0.472,1147591.0,0.909,0.476,2452270.0,0.914,0.401,1438289.0,0.849,0.314
New Mexico,2018,47405,0.188,386739,198710.0,0.177,0.317,0.445,0.062,1416481.0,0.06,0.086,0.261,0.236,0.08,0.157,0.12,279153.0,0.882,0.232,256261.0,0.854,0.275,512587.0,0.855,0.272,368480.0,0.832,0.317
New York,2018,67648,0.137,2603303,1805181.0,0.11,0.272,0.45,0.169,13672343.0,0.061,0.068,0.259,0.152,0.087,0.208,0.164,2872898.0,0.915,0.464,2433825.0,0.89,0.434,5153555.0,0.873,0.341,3212065.0,0.817,0.295
North Carolina,2018,53922,0.141,1422154,984618.0,0.127,0.316,0.444,0.113,7102144.0,0.043,0.075,0.254,0.211,0.099,0.205,0.114,1382310.0,0.908,0.345,1310404.0,0.884,0.369,2720856.0,0.89,0.313,1688574.0,0.847,0.269
North Dakota,2018,65250,0.106,77959,84584.0,0.065,0.274,0.563,0.098,500779.0,0.034,0.043,0.259,0.219,0.149,0.221,0.076,116734.0,0.93,0.356,90872.0,0.955,0.398,176740.0,0.939,0.253,116433.0,0.866,0.224
Ohio,2018,56155,0.138,1568586,1071971.0,0.129,0.346,0.417,0.109,8027035.0,0.027,0.066,0.327,0.204,0.086,0.178,0.111,1533104.0,0.925,0.338,1396763.0,0.918,0.343,3101005.0,0.918,0.28,1996163.0,0.867,0.231
Oklahoma,2018,51914,0.155,593936,379146.0,0.159,0.347,0.422,0.073,2607613.0,0.038,0.078,0.313,0.235,0.08,0.167,0.09,542736.0,0.909,0.261,492077.0,0.887,0.283,953199.0,0.878,0.246,619601.0,0.871,0.246
Oregon,2018,63168,0.125,516014,365745.0,0.134,0.32,0.444,0.102,2952380.0,0.036,0.059,0.222,0.252,0.091,0.21,0.129,592655.0,0.918,0.353,556833.0,0.889,0.387,1063281.0,0.899,0.322,739611.0,0.917,0.319
Pennsylvania,2018,60891,0.122,1517936,1164816.0,0.119,0.355,0.394,0.132,8994627.0,0.031,0.059,0.346,0.159,0.086,0.192,0.127,1695073.0,0.93,0.399,1496113.0,0.922,0.39,3471072.0,0.919,0.298,2332369.0,0.873,0.244
Rhode Island,2018,63787,0.128,130538,112712.0,0.087,0.328,0.439,0.147,740695.0,0.047,0.062,0.284,0.18,0.083,0.199,0.145,146349.0,0.952,0.388,123137.0,0.915,0.359,288564.0,0.89,0.34,182645.0,0.829,0.304
South Carolina,2018,52449,0.152,750582,487363.0,0.133,0.333,0.445,0.088,3492355.0,0.036,0.08,0.299,0.201,0.102,0.18,0.104,654355.0,0.906,0.31,623363.0,0.897,0.309,1314883.0,0.894,0.271,899754.0,0.846,0.264
South Dakota,2018,57041,0.129,109814,84922.0,0.143,0.298,0.451,0.108,582850.0,0.028,0.049,0.31,0.199,0.122,0.202,0.09,116300.0,0.927,0.346,105167.0,0.937,0.343,215025.0,0.928,0.263,146358.0,0.901,0.256
Tennessee,2018,52366,0.152,1003055,619812.0,0.124,0.347,0.427,0.102,4640823.0,0.045,0.077,0.318,0.21,0.075,0.173,0.102,914783.0,0.921,0.314,846438.0,0.896,0.315,1774805.0,0.883,0.264,1104797.0,0.822,0.23
Texas,2018,60632,0.149,4181623,2825264.0,0.144,0.343,0.423,0.091,18477097.0,0.08,0.08,0.25,0.214,0.072,0.196,0.107,4181960.0,0.891,0.314,3910623.0,0.842,0.331,6784915.0,0.827,0.296,3599599.0,0.8,0.274
Utah,2018,71381,0.091,283562,357372.0,0.114,0.31,0.505,0.071,1871902.0,0.025,0.051,0.226,0.247,0.102,0.228,0.12,463344.0,0.931,0.341,437953.0,0.917,0.383,619308.0,0.924,0.337,351297.0,0.924,0.335
Vermont,2018,60917,0.107,64431,64948.0,0.077,0.347,0.441,0.135,445824.0,0.019,0.046,0.286,0.177,0.086,0.231,0.156,75058.0,0.966,0.461,70113.0,0.944,0.429,176778.0,0.939,0.364,123875.0,0.906,0.352
Virginia,2018,72600,0.107,884898,826038.0,0.104,0.321,0.44,0.135,5822007.0,0.039,0.062,0.24,0.187,0.078,0.223,0.171,1170188.0,0.934,0.416,1114566.0,0.914,0.454,2219028.0,0.904,0.389,1318225.0,0.847,0.33
Washington,2018,74023,0.103,761941,658589.0,0.131,0.314,0.438,0.117,5215063.0,0.035,0.049,0.217,0.23,0.102,0.228,0.139,1153369.0,0.926,0.394,1006328.0,0.904,0.408,1891379.0,0.916,0.345,1163987.0,0.918,0.34
West Virginia,2018,44038,0.174,305656,161826.0,0.13,0.375,0.405,0.09,1280781.0,0.039,0.083,0.397,0.192,0.075,0.128,0.085,209002.0,0.921,0.27,218803.0,0.915,0.229,491760.0,0.882,0.204,361216.0,0.825,0.184
Wisconsin,2018,60779,0.111,626748,549441.0,0.108,0.313,0.455,0.124,3992022.0,0.027,0.052,0.306,0.205,0.11,0.194,0.106,735765.0,0.935,0.352,706676.0,0.929,0.358,1563098.0,0.924,0.284,986483.0,0.9,0.246
Wyoming,2018,62259,0.107,60097,51505.0,0.163,0.366,0.395,0.077,393136.0,0.018,0.049,0.288,0.264,0.112,0.169,0.1,77254.0,0.934,0.274,72405.0,0.934,0.316,146920.0,0.95,0.255,96557.0,0.906,0.248
Alabama,2019,51771,0.156,747478,457530.0,0.123,0.347,0.453,0.076,3360058.0,0.039,0.09,0.309,0.208,0.09,0.163,0.1,637403.0,0.893,0.275,605739.0,0.878,0.296,1262604.0,0.879,0.264,854312.0,0.838,0.232
Alaska,2019,77203,0.102,73033,67738.0,0.125,0.401,0.428,0.046,484058.0,0.022,0.043,0.287,0.257,0.09,0.185,0.117,117978.0,0.924,0.259,93035.0,0.951,0.35,182457.0,0.941,0.302,90588.0,0.925,0.308
Arizona,2019,62027,0.135,963007,694529.0,0.145,0.355,0.399,0.101,4944540.0,0.051,0.073,0.237,0.25,0.087,0.188,0.113,1001594.0,0.887,0.282,898533.0,0.866,0.322,1737172.0,0.87,0.296,1307241.0,0.883,0.31
Arkansas,2019,49020,0.16,468575,282336.0,0.118,0.345,0.447,0.09,2036456.0,0.046,0.079,0.349,0.218,0.075,0.151,0.083,386602.0,0.91,0.256,377184.0,0.893,0.273,748433.0,0.877,0.222,524237.0,0.833,0.205
California,2019,80423,0.118,4560419,3683287.0,0.1,0.313,0.472,0.116,26937872.0,0.087,0.073,0.206,0.206,0.079,0.219,0.131,6036052.0,0.904,0.382,5298911.0,0.845,0.382,9767911.0,0.816,0.329,5834998.0,0.811,0.323
Colorado,2019,77104,0.094,531331,527473.0,0.124,0.318,0.42,0.137,3974943.0,0.032,0.044,0.21,0.203,0.084,0.266,0.16,907627.0,0.938,0.444,805306.0,0.913,0.457,1416632.0,0.925,0.419,845378.0,0.918,0.392
Connecticut,2019,78920,0.099,343101,341435.0,0.103,0.299,0.432,0.165,2496420.0,0.04,0.053,0.268,0.165,0.076,0.22,0.178,444509.0,0.934,0.444,426967.0,0.915,0.452,995912.0,0.916,0.39,629032.0,0.868,0.342
Delaware,2019,70348,0.112,106227,82507.0,0.112,0.326,0.463,0.1,687311.0,0.035,0.062,0.302,0.186,0.083,0.195,0.137,128412.0,0.912,0.328,113704.0,0.876,0.378,255557.0,0.915,0.339,189638.0,0.897,0.297
Florida,2019,59198,0.127,2681832,1761280.0,0.143,0.321,0.429,0.106,15484502.0,0.046,0.07,0.284,0.194,0.099,0.193,0.114,2768060.0,0.907,0.31,2612250.0,0.889,0.339,5605994.0,0.89,0.302,4498198.0,0.86,0.292
Georgia,2019,61950,0.135,1397607,1034172.0,0.15,0.344,0.406,0.1,7080222.0,0.045,0.076,0.274,0.2,0.08,0.199,0.126,1458596.0,0.906,0.347,1401934.0,0.875,0.356,2696500.0,0.886,0.329,1523192.0,0.844,0.268
Hawaii,2019,83734,0.09,124650,119017.0,0.074,0.432,0.412,0.082,996668.0,0.036,0.04,0.274,0.207,0.106,0.221,0.116,195781.0,0.962,0.333,185133.0,0.948,0.382,346284.0,0.933,0.328,269470.0,0.868,0.318
Idaho,2019,60830,0.11,193741,166713.0,0.12,0.375,0.428,0.077,1170997.0,0.03,0.055,0.261,0.26,0.106,0.188,0.099,234800.0,0.927,0.275,225804.0,0.916,0.331,421776.0,0.908,0.276,288617.0,0.913,0.28
Illinois,2019,69212,0.114,1415838,1162448.0,0.117,0.295,0.441,0.147,8694694.0,0.045,0.057,0.259,0.2,0.082,0.217,0.141,1748323.0,0.933,0.431,1641179.0,0.902,0.419,3259831.0,0.897,0.339,2045361.0,0.868,0.275
Indiana,2019,57617,0.119,773367,662783.0,0.142,0.355,0.396,0.107,4502015.0,0.036,0.068,0.339,0.199,0.088,0.173,0.097,886319.0,0.906,0.308,825768.0,0.896,0.319,1705456.0,0.901,0.258,1084472.0,0.88,0.217
Iowa,2019,61807,0.11,337156,310236.0,0.104,0.294,0.501,0.101,2123004.0,0.027,0.046,0.31,0.204,0.119,0.198,0.095,400299.0,0.943,0.361,392097.0,0.923,0.351,777033.0,0.931,0.27,553575.0,0.91,0.236
Kansas,2019,62028,0.113,319931,294932.0,0.115,0.313,0.465,0.107,1918081.0,0.033,0.049,0.263,0.224,0.09,0.216,0.124,377373.0,0.93,0.373,362905.0,0.902,0.377,699807.0,0.919,0.33,477996.0,0.917,0.301
Kentucky,2019,52256,0.16,692875,417406.0,0.122,0.37,0.412,0.097,3048442.0,0.051,0.077,0.332,0.203,0.085,0.149,0.103,576692.0,0.918,0.301,556896.0,0.897,0.293,1160295.0,0.875,0.235,754559.0,0.814,0.208
Louisiana,2019,51108,0.188,847739,423707.0,0.158,0.351,0.406,0.085,3140201.0,0.044,0.096,0.339,0.206,0.064,0.16,0.089,643422.0,0.878,0.283,606785.0,0.872,0.279,1147800.0,0.863,0.231,742194.0,0.829,0.227
Maine,2019,58824,0.109,141566,106707.0,0.108,0.346,0.417,0.128,991152.0,0.021,0.047,0.314,0.186,0.1,0.208,0.124,164231.0,0.949,0.355,153615.0,0.963,0.374,387328.0,0.94,0.314,285978.0,0.896,0.32
Maryland,2019,86644,0.091,537717,529535.0,0.118,0.306,0.415,0.16,4183858.0,0.04,0.056,0.246,0.18,0.069,0.218,0.191,820575.0,0.932,0.433,786924.0,0.898,0.454,1616472.0,0.916,0.405,959887.0,0.865,0.357
Massachusetts,2019,85700,0.095,631551,690150.0,0.092,0.271,0.442,0.195,4850576.0,0.042,0.045,0.239,0.15,0.074,0.247,0.203,992607.0,0.944,0.543,849654.0,0.93,0.512,1836022.0,0.917,0.432,1172293.0,0.869,0.354
Michigan,2019,59522,0.129,1264445,949408.0,0.127,0.324,0.433,0.116,6894627.0,0.027,0.06,0.291,0.228,0.094,0.182,0.119,1302017.0,0.928,0.34,1174029.0,0.914,0.349,2652172.0,0.921,0.29,1766409.0,0.891,0.255
Minnesota,2019,74529,0.089,491782,489751.0,0.121,0.296,0.432,0.151,3847212.0,0.027,0.037,0.244,0.204,0.115,0.245,0.127,765578.0,0.947,0.431,730399.0,0.941,0.434,1429744.0,0.942,0.358,921491.0,0.914,0.298
Mississippi,2019,45928,0.195,559764,298065.0,0.15,0.284,0.498,0.068,1979664.0,0.046,0.101,0.302,0.223,0.105,0.137,0.086,368227.0,0.885,0.228,379610.0,0.875,0.233,745023.0,0.864,0.221,486804.0,0.795,0.216
Missouri,2019,57375,0.129,766238,558571.0,0.113,0.338,0.432,0.117,4206162.0,0.029,0.064,0.311,0.214,0.079,0.184,0.118,823722.0,0.932,0.355,756709.0,0.92,0.355,1567788.0,0.908,0.291,1057943.0,0.876,0.24
Montana,2019,57248,0.126,130974,100304.0,0.14,0.352,0.413,0.095,741950.0,0.016,0.041,0.284,0.229,0.094,0.231,0.105,133119.0,0.941,0.375,132472.0,0.951,0.395,268450.0,0.953,0.313,207909.0,0.924,0.302
